proj,tp_mode,base_m,m,tp,k,n,time_us,tflops,status
qkv_proj,column,16384,589824,36,6144,640,1608.0,2885,OK
qkv_proj,column,16384,606208,37,6144,640,1676.0,2845,OK
qkv_proj,column,16384,622592,38,6144,640,1705.0,2872,OK
qkv_proj,column,16384,638976,39,6144,640,1752.0,2868,OK
qkv_proj,column,16384,655360,40,6144,640,1814.0,2841,OK
qkv_proj,column,16384,671744,41,6144,640,1844.0,2865,OK
qkv_proj,column,16384,688128,42,6144,640,1905.0,2841,OK
qkv_proj,column,16384,704512,43,6144,640,1943.0,2852,OK
qkv_proj,column,16384,720896,44,6144,640,2016.0,2812,OK
qkv_proj,column,16384,737280,45,6144,640,2037.0,2846,OK
qkv_proj,column,16384,753664,46,6144,640,2094.0,2830,OK
qkv_proj,column,16384,770048,47,6144,640,2131.0,2842,OK
qkv_proj,column,16384,786432,48,6144,512,1892.0,2615,OK
qkv_proj,column,16384,802816,49,6144,512,1945.0,2597,OK
qkv_proj,column,16384,819200,50,6144,512,1988.0,2593,OK
qkv_proj,column,16384,835584,51,6144,512,2036.0,2582,OK
qkv_proj,column,16384,851968,52,6144,512,2060.0,2602,OK
qkv_proj,column,16384,868352,53,6144,512,2094.0,2609,OK
qkv_proj,column,16384,884736,54,6144,512,2142.0,2599,OK
qkv_proj,column,16384,901120,55,6144,512,2181.0,2599,OK
qkv_proj,column,16384,917504,56,6144,512,2208.0,2614,OK
qkv_proj,column,16384,933888,57,6144,512,2258.0,2602,OK
qkv_proj,column,16384,950272,58,6144,512,2292.0,2608,OK
qkv_proj,column,16384,966656,59,6144,512,2370.0,2566,OK
qkv_proj,column,16384,983040,60,6144,512,2421.0,2555,OK
qkv_proj,column,16384,999424,61,6144,512,2449.0,2568,OK
qkv_proj,column,16384,1015808,62,6144,512,2513.0,2543,OK
qkv_proj,column,16384,1032192,63,6144,512,2535.0,2562,OK
qkv_proj,column,16384,1048576,64,6144,512,2574.0,2563,OK
qkv_proj,column,16384,1064960,65,6144,512,2599.0,2578,OK
qkv_proj,column,16384,1081344,66,6144,512,2657.0,2560,OK
qkv_proj,column,16384,1097728,67,6144,512,2701.0,2557,OK
qkv_proj,column,16384,1114112,68,6144,512,2735.0,2563,OK
qkv_proj,column,16384,1130496,69,6144,512,2785.0,2554,OK
qkv_proj,column,16384,1146880,70,6144,512,2825.0,2554,OK
qkv_proj,column,16384,1163264,71,6144,512,2858.0,2561,OK
qkv_proj,column,16384,1179648,72,6144,512,2920.0,2542,OK
qkv_proj,column,32768,32768,1,6144,14336,1842.0,3134,OK
qkv_proj,column,32768,65536,2,6144,7168,1830.0,3154,OK
qkv_proj,column,32768,98304,3,6144,4864,1840.0,3193,OK
qkv_proj,column,32768,131072,4,6144,3584,1780.0,3243,OK
qkv_proj,column,32768,163840,5,6144,3072,1949.0,3173,OK
qkv_proj,column,32768,196608,6,6144,2560,1998.0,3095,OK
qkv_proj,column,32768,229376,7,6144,2304,2181.0,2978,OK
qkv_proj,column,32768,262144,8,6144,1792,1816.0,3179,OK
qkv_proj,column,32768,294912,9,6144,1664,2065.0,2920,OK
qkv_proj,column,32768,327680,10,6144,1536,2032.0,3044,OK
qkv_proj,column,32768,360448,11,6144,1408,2124.0,2936,OK
qkv_proj,column,32768,393216,12,6144,1280,2074.0,2982,OK
qkv_proj,column,32768,425984,13,6144,1280,2197.0,3050,OK
qkv_proj,column,32768,458752,14,6144,1152,2136.0,3040,OK
qkv_proj,column,32768,491520,15,6144,1152,2300.0,3025,OK
qkv_proj,column,32768,524288,16,6144,1024,2267.0,2910,OK
qkv_proj,column,32768,557056,17,6144,1024,2499.0,2805,OK
qkv_proj,column,32768,589824,18,6144,1024,2540.0,2922,OK
qkv_proj,column,32768,622592,19,6144,1024,2735.0,2864,OK
qkv_proj,column,32768,655360,20,6144,896,2377.0,3036,OK
qkv_proj,column,32768,688128,21,6144,896,2526.0,2999,OK
qkv_proj,column,32768,720896,22,6144,896,2628.0,3020,OK
qkv_proj,column,32768,753664,23,6144,896,2719.0,3052,OK
qkv_proj,column,32768,786432,24,6144,768,2510.0,2957,OK
qkv_proj,column,32768,819200,25,6144,768,2607.0,2965,OK
qkv_proj,column,32768,851968,26,6144,768,2790.0,2882,OK
qkv_proj,column,32768,884736,27,6144,768,2893.0,2886,OK
qkv_proj,column,32768,917504,28,6144,768,2983.0,2903,OK
qkv_proj,column,32768,950272,29,6144,768,3105.0,2888,OK
qkv_proj,column,32768,983040,30,6144,768,3158.0,2938,OK
qkv_proj,column,32768,1015808,31,6144,768,3321.0,2887,OK
qkv_proj,column,32768,1048576,32,6144,640,2950.0,2795,OK
qkv_proj,column,32768,1081344,33,6144,640,3091.0,2751,OK
qkv_proj,column,32768,1114112,34,6144,640,3119.0,2809,OK
qkv_proj,column,32768,1146880,35,6144,640,3211.0,2809,OK
qkv_proj,column,32768,1179648,36,6144,640,3345.0,2773,OK
qkv_proj,column,32768,1212416,37,6144,640,3381.0,2820,OK
qkv_proj,column,32768,1245184,38,6144,640,3482.0,2812,OK
qkv_proj,column,32768,1277952,39,6144,640,3609.0,2785,OK
qkv_proj,column,32768,1310720,40,6144,640,3688.0,2795,OK
qkv_proj,column,32768,1343488,41,6144,640,3844.0,2749,OK
qkv_proj,column,32768,1376256,42,6144,640,3963.0,2731,OK
qkv_proj,column,32768,1409024,43,6144,640,4079.0,2717,OK
qkv_proj,column,32768,1441792,44,6144,640,4088.0,2774,OK
qkv_proj,column,32768,1474560,45,6144,640,4165.0,2784,OK
qkv_proj,column,32768,1507328,46,6144,640,4266.0,2779,OK
qkv_proj,column,32768,1540096,47,6144,640,4427.0,2736,OK
qkv_proj,column,32768,1572864,48,6144,512,3909.0,2531,OK
qkv_proj,column,32768,1605632,49,6144,512,3962.0,2550,OK
qkv_proj,column,32768,1638400,50,6144,512,4117.0,2504,OK
qkv_proj,column,32768,1671168,51,6144,512,4131.0,2545,OK
qkv_proj,column,32768,1703936,52,6144,512,4225.0,2537,OK
qkv_proj,column,32768,1736704,53,6144,512,4355.0,2509,OK
qkv_proj,column,32768,1769472,54,6144,512,4375.0,2545,OK
qkv_proj,column,32768,1802240,55,6144,512,4596.0,2467,OK
qkv_proj,column,32768,1835008,56,6144,512,4546.0,2540,OK
qkv_proj,column,32768,1867776,57,6144,512,4676.0,2513,OK
qkv_proj,column,32768,1900544,58,6144,512,4766.0,2509,OK
qkv_proj,column,32768,1933312,59,6144,512,4850.0,2508,OK
qkv_proj,column,32768,1966080,60,6144,512,4936.0,2506,OK
qkv_proj,column,32768,1998848,61,6144,512,5010.0,2510,OK
qkv_proj,column,32768,2031616,62,6144,512,5176.0,2469,OK
qkv_proj,column,32768,2064384,63,6144,512,5263.0,2468,OK
qkv_proj,column,32768,2097152,64,6144,512,5373.0,2456,OK
qkv_proj,column,32768,2129920,65,6144,512,5364.0,2498,OK
qkv_proj,column,32768,2162688,66,6144,512,5496.0,2476,OK
qkv_proj,column,32768,2195456,67,6144,512,5725.0,2413,OK
qkv_proj,column,32768,2228224,68,6144,512,5876.0,2386,OK
qkv_proj,column,32768,2260992,69,6144,512,5761.0,2469,OK
qkv_proj,column,32768,2293760,70,6144,512,5872.0,2458,OK
qkv_proj,column,32768,2326528,71,6144,512,5949.0,2460,OK
qkv_proj,column,32768,2359296,72,6144,512,6075.0,2443,OK
qkv_proj,column,65536,65536,1,6144,14336,3727.0,3098,OK
qkv_proj,column,65536,131072,2,6144,7168,3745.0,3083,OK
qkv_proj,column,65536,196608,3,6144,4864,3806.0,3088,OK
qkv_proj,column,65536,262144,4,6144,3584,3663.0,3152,OK
qkv_proj,column,65536,327680,5,6144,3072,3953.0,3129,OK
qkv_proj,column,65536,393216,6,6144,2560,4094.0,3021,OK
qkv_proj,column,65536,458752,7,6144,2304,4391.0,2958,OK
qkv_proj,column,65536,524288,8,6144,1792,3664.0,3151,OK
qkv_proj,column,65536,589824,9,6144,1664,4123.0,2925,OK
qkv_proj,column,65536,655360,10,6144,1536,4151.0,2980,OK
qkv_proj,column,65536,720896,11,6144,1408,4466.0,2793,OK
qkv_proj,column,65536,786432,12,6144,1280,4348.0,2845,OK
qkv_proj,column,65536,851968,13,6144,1280,4770.0,2809,OK
qkv_proj,column,65536,917504,14,6144,1152,4420.0,2938,OK
qkv_proj,column,65536,983040,15,6144,1152,4694.0,2965,OK
qkv_proj,column,65536,1048576,16,6144,1024,4769.0,2767,OK
qkv_proj,column,65536,1114112,17,6144,1024,5061.0,2770,OK
qkv_proj,column,65536,1179648,18,6144,1024,5512.0,2693,OK
qkv_proj,column,65536,1245184,19,6144,1024,5829.0,2688,OK
qkv_proj,column,65536,1310720,20,6144,896,4992.0,2891,OK
qkv_proj,column,65536,1376256,21,6144,896,5312.0,2853,OK
qkv_proj,column,65536,1441792,22,6144,896,5610.0,2830,OK
qkv_proj,column,65536,1507328,23,6144,896,5808.0,2857,OK
qkv_proj,column,65536,1572864,24,6144,768,5300.0,2801,OK
qkv_proj,column,65536,1638400,25,6144,768,5542.0,2790,OK
qkv_proj,column,65536,1703936,26,6144,768,5851.0,2748,OK
qkv_proj,column,65536,1769472,27,6144,768,6132.0,2723,OK
qkv_proj,column,65536,1835008,28,6144,768,6172.0,2806,OK
qkv_proj,column,65536,1900544,29,6144,768,6521.0,2750,OK
qkv_proj,column,65536,1966080,30,6144,768,6816.0,2722,OK
qkv_proj,column,65536,2031616,31,6144,768,7012.0,2734,OK
qkv_proj,column,65536,2097152,32,6144,640,6202.0,2659,OK
qkv_proj,column,65536,2162688,33,6144,640,6347.0,2680,OK
qkv_proj,column,65536,2228224,34,6144,640,6586.0,2661,OK
qkv_proj,column,65536,2293760,35,6144,640,6734.0,2679,OK
qkv_proj,column,65536,2359296,36,6144,640,7003.0,2649,OK
qkv_proj,column,65536,2424832,37,6144,640,7121.0,2678,OK
qkv_proj,column,65536,2490368,38,6144,640,7342.0,2668,OK
qkv_proj,column,65536,2555904,39,6144,640,7628.0,2635,OK
qkv_proj,column,65536,2621440,40,6144,640,7789.0,2647,OK
qkv_proj,column,65536,2686976,41,6144,640,8121.0,2602,OK
qkv_proj,column,65536,2752512,42,6144,640,8113.0,2668,OK
qkv_proj,column,65536,2818048,43,6144,640,8351.0,2654,OK
qkv_proj,column,65536,2883584,44,6144,640,8514.0,2664,OK
qkv_proj,column,65536,2949120,45,6144,640,9098.0,2549,OK
qkv_proj,column,65536,3014656,46,6144,640,9347.0,2536,OK
qkv_proj,column,65536,3080192,47,6144,640,9432.0,2568,OK
qkv_proj,column,65536,3145728,48,6144,512,8142.0,2431,OK
qkv_proj,column,65536,3211264,49,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 73.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 70.19 GiB is free. Including non-PyTorch memory, this process has 114.11 GiB memory in use. Of the allocated memory 113.32 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,3276800,50,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 75.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 67.88 GiB is free. Including non-PyTorch memory, this process has 116.42 GiB memory in use. Of the allocated memory 115.63 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,3342336,51,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 76.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 65.56 GiB is free. Including non-PyTorch memory, this process has 118.73 GiB memory in use. Of the allocated memory 117.94 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,3407872,52,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 78.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 63.25 GiB is free. Including non-PyTorch memory, this process has 121.04 GiB memory in use. Of the allocated memory 120.26 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,3473408,53,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 79.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 60.94 GiB is free. Including non-PyTorch memory, this process has 123.36 GiB memory in use. Of the allocated memory 122.57 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,3538944,54,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 81.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 58.63 GiB is free. Including non-PyTorch memory, this process has 125.67 GiB memory in use. Of the allocated memory 124.88 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,3604480,55,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 82.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 56.31 GiB is free. Including non-PyTorch memory, this process has 127.98 GiB memory in use. Of the allocated memory 127.19 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,3670016,56,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 84.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 54.00 GiB is free. Including non-PyTorch memory, this process has 130.29 GiB memory in use. Of the allocated memory 129.51 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,3735552,57,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 85.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 51.69 GiB is free. Including non-PyTorch memory, this process has 132.61 GiB memory in use. Of the allocated memory 131.82 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,3801088,58,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 87.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 49.38 GiB is free. Including non-PyTorch memory, this process has 134.92 GiB memory in use. Of the allocated memory 134.13 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,3866624,59,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 88.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 47.06 GiB is free. Including non-PyTorch memory, this process has 137.23 GiB memory in use. Of the allocated memory 136.44 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,3932160,60,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 90.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 44.75 GiB is free. Including non-PyTorch memory, this process has 139.54 GiB memory in use. Of the allocated memory 138.76 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,3997696,61,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 91.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 42.44 GiB is free. Including non-PyTorch memory, this process has 141.86 GiB memory in use. Of the allocated memory 141.07 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,4063232,62,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 93.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 40.13 GiB is free. Including non-PyTorch memory, this process has 144.17 GiB memory in use. Of the allocated memory 143.38 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,4128768,63,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 94.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 37.81 GiB is free. Including non-PyTorch memory, this process has 146.48 GiB memory in use. Of the allocated memory 145.69 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,4194304,64,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 96.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 35.50 GiB is free. Including non-PyTorch memory, this process has 148.79 GiB memory in use. Of the allocated memory 148.01 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,4259840,65,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 97.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 33.19 GiB is free. Including non-PyTorch memory, this process has 151.11 GiB memory in use. Of the allocated memory 150.32 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,4325376,66,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 99.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 30.88 GiB is free. Including non-PyTorch memory, this process has 153.42 GiB memory in use. Of the allocated memory 152.63 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,4390912,67,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 100.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 28.56 GiB is free. Including non-PyTorch memory, this process has 155.73 GiB memory in use. Of the allocated memory 154.94 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,4456448,68,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 102.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 26.25 GiB is free. Including non-PyTorch memory, this process has 158.04 GiB memory in use. Of the allocated memory 157.26 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,4521984,69,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 103.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 23.94 GiB is free. Including non-PyTorch memory, this process has 160.36 GiB memory in use. Of the allocated memory 159.57 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,4587520,70,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 105.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 21.63 GiB is free. Including non-PyTorch memory, this process has 162.67 GiB memory in use. Of the allocated memory 161.88 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,4653056,71,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 106.50 GiB. GPU 0 has a total capacity of 184.31 GiB of which 19.31 GiB is free. Including non-PyTorch memory, this process has 164.98 GiB memory in use. Of the allocated memory 164.19 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,65536,4718592,72,6144,512,,,"ERR: CUDA out of memory. Tried to allocate 108.00 GiB. GPU 0 has a total capacity of 184.31 GiB of which 17.00 GiB is free. Including non-PyTorch memory, this process has 167.29 GiB memory in use. Of the allocated memory 166.51 GiB is allocated by PyTorch, and 14.00 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
qkv_proj,column,131072,131072,1,6144,14336,8217.0,2810,OK
qkv_proj,column,131072,262144,2,6144,7168,8096.0,2852,OK
qkv_proj,column,131072,393216,3,6144,4864,8154.0,2882,OK
qkv_proj,column,131072,524288,4,6144,3584,7759.0,2976,OK
qkv_proj,column,131072,655360,5,6144,3072,8492.0,2913,OK
qkv_proj,column,131072,786432,6,6144,2560,8780.0,2818,OK
qkv_proj,column,131072,917504,7,6144,2304,9540.0,2723,OK
qkv_proj,column,131072,1048576,8,6144,1792,7938.0,2909,OK
qkv_proj,column,131072,1179648,9,6144,1664,9159.0,2634,OK
qkv_proj,column,131072,1310720,10,6144,1536,8970.0,2758,OK
qkv_proj,column,131072,1441792,11,6144,1408,9709.0,2569,OK
qkv_proj,column,131072,1572864,12,6144,1280,9229.0,2681,OK
qkv_proj,column,131072,1703936,13,6144,1280,10164.0,2637,OK
qkv_proj,column,131072,1835008,14,6144,1152,9682.0,2683,OK
qkv_proj,column,131072,1966080,15,6144,1152,10643.0,2615,OK
qkv_proj,column,131072,2097152,16,6144,1024,10518.0,2509,OK
qkv_proj,column,131072,2228224,17,6144,1024,11225.0,2498,OK
qkv_proj,column,131072,2359296,18,6144,1024,11843.0,2507,OK
qkv_proj,column,131072,2490368,19,6144,1024,12831.0,2442,OK
qkv_proj,column,131072,2621440,20,6144,896,10929.0,2641,OK
qkv_proj,column,131072,2752512,21,6144,896,11366.0,2666,OK
qkv_proj,column,131072,2883584,22,6144,896,11778.0,2696,OK
qkv_proj,column,131072,3014656,23,6144,896,12675.0,2619,OK
