base_bs,batch_size,kv_len,tp,num_q_heads,num_kv_heads,head_dim,page_size,time_us,status
148,10360,256,70,2,1,128,32,189.18,OK
148,10508,256,71,2,1,128,32,192.90,OK
148,10656,256,72,2,1,128,32,195.10,OK
168,168,256,1,96,8,128,32,39.26,OK
168,336,256,2,48,4,128,32,41.31,OK
168,504,256,3,32,3,128,32,,"ERR: Error in function 'trtllm_paged_attention_launcher' at /workspace/csrc/trtllm_fmha_kernel_launcher.cu:93: num_qo_heads must be a multiple of num_kv_heads, got num_kv_heads: 3 and num_qo_heads: 32"
168,672,256,4,24,2,128,32,40.35,OK
168,840,256,5,20,2,128,32,41.31,OK
168,1008,256,6,16,2,128,32,46.24,OK
168,1176,256,7,14,2,128,32,51.65,OK
168,1344,256,8,12,1,128,32,40.35,OK
168,1512,256,9,11,1,128,32,39.30,OK
168,1680,256,10,10,1,128,32,41.34,OK
168,1848,256,11,9,1,128,32,43.42,OK
168,2016,256,12,8,1,128,32,46.21,OK
168,2184,256,13,8,1,128,32,49.54,OK
168,2352,256,14,7,1,128,32,51.62,OK
168,2520,256,15,7,1,128,32,55.62,OK
168,2688,256,16,6,1,128,32,57.76,OK
168,2856,256,17,6,1,128,32,61.79,OK
168,3024,256,18,6,1,128,32,63.87,OK
168,3192,256,19,6,1,128,32,66.98,OK
168,3360,256,20,5,1,128,32,69.98,OK
168,3528,256,21,5,1,128,32,72.13,OK
168,3696,256,22,5,1,128,32,75.90,OK
168,3864,256,23,5,1,128,32,78.24,OK
168,4032,256,24,4,1,128,32,80.32,OK
168,4200,256,25,4,1,128,32,84.38,OK
168,4368,256,26,4,1,128,32,86.66,OK
168,4536,256,27,4,1,128,32,90.46,OK
168,4704,256,28,4,1,128,32,92.58,OK
168,4872,256,29,4,1,128,32,95.62,OK
168,5040,256,30,4,1,128,32,98.72,OK
168,5208,256,31,4,1,128,32,100.99,OK
168,5376,256,32,3,1,128,32,104.13,OK
168,5544,256,33,3,1,128,32,106.91,OK
168,5712,256,34,3,1,128,32,110.02,OK
168,5880,256,35,3,1,128,32,113.44,OK
168,6048,256,36,3,1,128,32,116.13,OK
168,6216,256,37,3,1,128,32,119.17,OK
168,6384,256,38,3,1,128,32,121.57,OK
168,6552,256,39,3,1,128,32,124.64,OK
168,6720,256,40,3,1,128,32,128.00,OK
168,6888,256,41,3,1,128,32,131.17,OK
168,7056,256,42,3,1,128,32,133.54,OK
168,7224,256,43,3,1,128,32,136.54,OK
168,7392,256,44,3,1,128,32,139.65,OK
168,7560,256,45,3,1,128,32,141.92,OK
168,7728,256,46,3,1,128,32,145.79,OK
168,7896,256,47,3,1,128,32,148.80,OK
168,8064,256,48,2,1,128,32,150.59,OK
168,8232,256,49,2,1,128,32,153.02,OK
168,8400,256,50,2,1,128,32,156.35,OK
168,8568,256,51,2,1,128,32,158.69,OK
168,8736,256,52,2,1,128,32,162.50,OK
168,8904,256,53,2,1,128,32,164.54,OK
168,9072,256,54,2,1,128,32,167.17,OK
168,9240,256,55,2,1,128,32,170.69,OK
168,9408,256,56,2,1,128,32,173.06,OK
168,9576,256,57,2,1,128,32,176.54,OK
168,9744,256,58,2,1,128,32,179.07,OK
168,9912,256,59,2,1,128,32,182.66,OK
168,10080,256,60,2,1,128,32,184.99,OK
168,10248,256,61,2,1,128,32,188.10,OK
168,10416,256,62,2,1,128,32,190.91,OK
168,10584,256,63,2,1,128,32,193.57,OK
168,10752,256,64,2,1,128,32,197.02,OK
168,10920,256,65,2,1,128,32,199.68,OK
168,11088,256,66,2,1,128,32,202.30,OK
168,11256,256,67,2,1,128,32,205.47,OK
168,11424,256,68,2,1,128,32,208.35,OK
168,11592,256,69,2,1,128,32,211.36,OK
168,11760,256,70,2,1,128,32,214.05,OK
168,11928,256,71,2,1,128,32,217.47,OK
168,12096,256,72,2,1,128,32,219.87,OK
228,228,256,1,96,8,128,32,43.65,OK
228,456,256,2,48,4,128,32,43.49,OK
228,684,256,3,32,3,128,32,,"ERR: Error in function 'trtllm_paged_attention_launcher' at /workspace/csrc/trtllm_fmha_kernel_launcher.cu:93: num_qo_heads must be a multiple of num_kv_heads, got num_kv_heads: 3 and num_qo_heads: 32"
228,912,256,4,24,2,128,32,43.42,OK
228,1140,256,5,20,2,128,32,51.62,OK
228,1368,256,6,16,2,128,32,59.74,OK
228,1596,256,7,14,2,128,32,66.69,OK
228,1824,256,8,12,1,128,32,43.39,OK
228,2052,256,9,11,1,128,32,47.55,OK
228,2280,256,10,10,1,128,32,51.62,OK
228,2508,256,11,9,1,128,32,55.65,OK
228,2736,256,12,8,1,128,32,59.78,OK
228,2964,256,13,8,1,128,32,63.87,OK
228,3192,256,14,7,1,128,32,66.98,OK
228,3420,256,15,7,1,128,32,71.42,OK
228,3648,256,16,6,1,128,32,74.88,OK
228,3876,256,17,6,1,128,32,78.82,OK
228,4104,256,18,6,1,128,32,83.04,OK
228,4332,256,19,6,1,128,32,86.78,OK
228,4560,256,20,5,1,128,32,90.53,OK
228,4788,256,21,5,1,128,32,95.01,OK
228,5016,256,22,5,1,128,32,99.07,OK
228,5244,256,23,5,1,128,32,102.85,OK
228,5472,256,24,4,1,128,32,106.88,OK
228,5700,256,25,4,1,128,32,110.05,OK
228,5928,256,26,4,1,128,32,113.95,OK
228,6156,256,27,4,1,128,32,117.86,OK
228,6384,256,28,4,1,128,32,121.63,OK
228,6612,256,29,4,1,128,32,126.30,OK
228,6840,256,30,4,1,128,32,130.34,OK
228,7068,256,31,4,1,128,32,133.79,OK
228,7296,256,32,3,1,128,32,137.63,OK
228,7524,256,33,3,1,128,32,142.02,OK
228,7752,256,34,3,1,128,32,145.95,OK
228,7980,256,35,3,1,128,32,149.92,OK
228,8208,256,36,3,1,128,32,154.02,OK
228,8436,256,37,3,1,128,32,158.11,OK
228,8664,256,38,3,1,128,32,162.18,OK
228,8892,256,39,3,1,128,32,166.24,OK
228,9120,256,40,3,1,128,32,170.37,OK
228,9348,256,41,3,1,128,32,173.73,OK
228,9576,256,42,3,1,128,32,177.41,OK
228,9804,256,43,3,1,128,32,181.63,OK
228,10032,256,44,3,1,128,32,185.76,OK
228,10260,256,45,3,1,128,32,189.76,OK
228,10488,256,46,3,1,128,32,193.82,OK
228,10716,256,47,3,1,128,32,197.70,OK
228,10944,256,48,2,1,128,32,199.36,OK
228,11172,256,49,2,1,128,32,203.94,OK
228,11400,256,50,2,1,128,32,208.45,OK
228,11628,256,51,2,1,128,32,212.29,OK
228,11856,256,52,2,1,128,32,215.65,OK
228,12084,256,53,2,1,128,32,219.87,OK
228,12312,256,54,2,1,128,32,224.29,OK
228,12540,256,55,2,1,128,32,227.78,OK
228,12768,256,56,2,1,128,32,231.84,OK
228,12996,256,57,2,1,128,32,235.71,OK
228,13224,256,58,2,1,128,32,240.03,OK
228,13452,256,59,2,1,128,32,244.03,OK
228,13680,256,60,2,1,128,32,247.20,OK
228,13908,256,61,2,1,128,32,251.01,OK
228,14136,256,62,2,1,128,32,254.88,OK
228,14364,256,63,2,1,128,32,259.46,OK
228,14592,256,64,2,1,128,32,263.17,OK
228,14820,256,65,2,1,128,32,266.94,OK
228,15048,256,66,2,1,128,32,271.39,OK
228,15276,256,67,2,1,128,32,275.23,OK
228,15504,256,68,2,1,128,32,279.20,OK
228,15732,256,69,2,1,128,32,283.20,OK
228,15960,256,70,2,1,128,32,287.23,OK
228,16188,256,71,2,1,128,32,291.26,OK
228,16416,256,72,2,1,128,32,295.30,OK
250,250,256,1,96,8,128,32,47.46,OK
250,500,256,2,48,4,128,32,47.46,OK
250,750,256,3,32,3,128,32,,"ERR: Error in function 'trtllm_paged_attention_launcher' at /workspace/csrc/trtllm_fmha_kernel_launcher.cu:93: num_qo_heads must be a multiple of num_kv_heads, got num_kv_heads: 3 and num_qo_heads: 32"
250,1000,256,4,24,2,128,32,47.46,OK
250,1250,256,5,20,2,128,32,55.71,OK
250,1500,256,6,16,2,128,32,63.87,OK
250,1750,256,7,14,2,128,32,73.02,OK
250,2000,256,8,12,1,128,32,47.46,OK
250,2250,256,9,11,1,128,32,51.58,OK
250,2500,256,10,10,1,128,32,55.71,OK
250,2750,256,11,9,1,128,32,59.78,OK
250,3000,256,12,8,1,128,32,63.90,OK
250,3250,256,13,8,1,128,32,68.22,OK
250,3500,256,14,7,1,128,32,73.09,OK
250,3750,256,15,7,1,128,32,78.18,OK
250,4000,256,16,6,1,128,32,80.96,OK
250,4250,256,17,6,1,128,32,86.37,OK
250,4500,256,18,6,1,128,32,90.53,OK
250,4750,256,19,6,1,128,32,94.62,OK
250,5000,256,20,5,1,128,32,98.72,OK
250,5250,256,21,5,1,128,32,102.85,OK
250,5500,256,22,5,1,128,32,107.87,OK
250,5750,256,23,5,1,128,32,111.26,OK
250,6000,256,24,4,1,128,32,115.17,OK
250,6250,256,25,4,1,128,32,119.81,OK
250,6500,256,26,4,1,128,32,124.26,OK
250,6750,256,27,4,1,128,32,128.42,OK
250,7000,256,28,4,1,128,32,133.50,OK
250,7250,256,29,4,1,128,32,137.63,OK
250,7500,256,30,4,1,128,32,141.86,OK
250,7750,256,31,4,1,128,32,146.14,OK
250,8000,256,32,3,1,128,32,149.92,OK
250,8250,256,33,3,1,128,32,154.66,OK
250,8500,256,34,3,1,128,32,158.43,OK
250,8750,256,35,3,1,128,32,163.01,OK
250,9000,256,36,3,1,128,32,167.42,OK
250,9250,256,37,3,1,128,32,172.42,OK
250,9500,256,38,3,1,128,32,176.58,OK
250,9750,256,39,3,1,128,32,180.64,OK
250,10000,256,40,3,1,128,32,185.44,OK
250,10250,256,41,3,1,128,32,189.47,OK
250,10500,256,42,3,1,128,32,193.38,OK
250,10750,256,43,3,1,128,32,198.05,OK
250,11000,256,44,3,1,128,32,202.43,OK
250,11250,256,45,3,1,128,32,207.55,OK
250,11500,256,46,3,1,128,32,211.97,OK
250,11750,256,47,3,1,128,32,215.78,OK
250,12000,256,48,2,1,128,32,218.40,OK
250,12250,256,49,2,1,128,32,222.21,OK
250,12500,256,50,2,1,128,32,226.91,OK
250,12750,256,51,2,1,128,32,231.10,OK
250,13000,256,52,2,1,128,32,235.94,OK
250,13250,256,53,2,1,128,32,240.35,OK
250,13500,256,54,2,1,128,32,244.42,OK
250,13750,256,55,2,1,128,32,248.61,OK
250,14000,256,56,2,1,128,32,253.02,OK
250,14250,256,57,2,1,128,32,257.57,OK
250,14500,256,58,2,1,128,32,260.93,OK
250,14750,256,59,2,1,128,32,266.56,OK
250,15000,256,60,2,1,128,32,270.72,OK
250,15250,256,61,2,1,128,32,275.01,OK
250,15500,256,62,2,1,128,32,279.20,OK
250,15750,256,63,2,1,128,32,283.33,OK
250,16000,256,64,2,1,128,32,287.46,OK
250,16250,256,65,2,1,128,32,291.84,OK
250,16500,256,66,2,1,128,32,296.22,OK
250,16750,256,67,2,1,128,32,300.35,OK
250,17000,256,68,2,1,128,32,304.74,OK
250,17250,256,69,2,1,128,32,309.66,OK
250,17500,256,70,2,1,128,32,313.76,OK
250,17750,256,71,2,1,128,32,317.89,OK
250,18000,256,72,2,1,128,32,322.21,OK
256,256,256,1,96,8,128,32,47.49,OK
256,512,256,2,48,4,128,32,47.52,OK
256,768,256,3,32,3,128,32,,"ERR: Error in function 'trtllm_paged_attention_launcher' at /workspace/csrc/trtllm_fmha_kernel_launcher.cu:93: num_qo_heads must be a multiple of num_kv_heads, got num_kv_heads: 3 and num_qo_heads: 32"
256,1024,256,4,24,2,128,32,47.49,OK
256,1280,256,5,20,2,128,32,56.70,OK
256,1536,256,6,16,2,128,32,65.79,OK
256,1792,256,7,14,2,128,32,74.14,OK
256,2048,256,8,12,1,128,32,47.55,OK
256,2304,256,9,11,1,128,32,51.62,OK
256,2560,256,10,10,1,128,32,56.10,OK
256,2816,256,11,9,1,128,32,61.79,OK
256,3072,256,12,8,1,128,32,65.79,OK
256,3328,256,13,8,1,128,32,70.02,OK
256,3584,256,14,7,1,128,32,74.24,OK
256,3840,256,15,7,1,128,32,79.07,OK
256,4096,256,16,6,1,128,32,82.53,OK
256,4352,256,17,6,1,128,32,87.49,OK
256,4608,256,18,6,1,128,32,92.54,OK
256,4864,256,19,6,1,128,32,96.67,OK
256,5120,256,20,5,1,128,32,100.77,OK
256,5376,256,21,5,1,128,32,105.09,OK
256,5632,256,22,5,1,128,32,109.95,OK
256,5888,256,23,5,1,128,32,114.18,OK
256,6144,256,24,4,1,128,32,117.89,OK
256,6400,256,25,4,1,128,32,122.34,OK
256,6656,256,26,4,1,128,32,127.39,OK
256,6912,256,27,4,1,128,32,131.74,OK
256,7168,256,28,4,1,128,32,135.84,OK
256,7424,256,29,4,1,128,32,140.64,OK
256,7680,256,30,4,1,128,32,144.80,OK
256,7936,256,31,4,1,128,32,149.12,OK
256,8192,256,32,3,1,128,32,153.95,OK
256,8448,256,33,3,1,128,32,158.30,OK
256,8704,256,34,3,1,128,32,162.50,OK
256,8960,256,35,3,1,128,32,166.56,OK
256,9216,256,36,3,1,128,32,171.04,OK
256,9472,256,37,3,1,128,32,175.55,OK
256,9728,256,38,3,1,128,32,180.64,OK
256,9984,256,39,3,1,128,32,184.96,OK
256,10240,256,40,3,1,128,32,189.44,OK
256,10496,256,41,3,1,128,32,193.47,OK
256,10752,256,42,3,1,128,32,198.34,OK
256,11008,256,43,3,1,128,32,203.17,OK
256,11264,256,44,3,1,128,32,207.26,OK
256,11520,256,45,3,1,128,32,211.49,OK
256,11776,256,46,3,1,128,32,216.16,OK
256,12032,256,47,3,1,128,32,220.86,OK
256,12288,256,48,2,1,128,32,223.68,OK
256,12544,256,49,2,1,128,32,227.74,OK
256,12800,256,50,2,1,128,32,232.32,OK
256,13056,256,51,2,1,128,32,236.51,OK
256,13312,256,52,2,1,128,32,240.96,OK
256,13568,256,53,2,1,128,32,245.18,OK
256,13824,256,54,2,1,128,32,250.27,OK
256,14080,256,55,2,1,128,32,254.66,OK
256,14336,256,56,2,1,128,32,259.04,OK
256,14592,256,57,2,1,128,32,262.85,OK
256,14848,256,58,2,1,128,32,267.97,OK
256,15104,256,59,2,1,128,32,271.74,OK
256,15360,256,60,2,1,128,32,276.86,OK
256,15616,256,61,2,1,128,32,280.99,OK
256,15872,256,62,2,1,128,32,285.22,OK
256,16128,256,63,2,1,128,32,289.82,OK
256,16384,256,64,2,1,128,32,293.86,OK
256,16640,256,65,2,1,128,32,298.30,OK
256,16896,256,66,2,1,128,32,303.42,OK
256,17152,256,67,2,1,128,32,307.65,OK
256,17408,256,68,2,1,128,32,311.71,OK
256,17664,256,69,2,1,128,32,316.70,OK
256,17920,256,70,2,1,128,32,320.42,OK
256,18176,256,71,2,1,128,32,325.34,OK
256,18432,256,72,2,1,128,32,330.11,OK
271,271,256,1,96,8,128,32,49.54,OK
271,542,256,2,48,4,128,32,49.57,OK
271,813,256,3,32,3,128,32,,"ERR: Error in function 'trtllm_paged_attention_launcher' at /workspace/csrc/trtllm_fmha_kernel_launcher.cu:93: num_qo_heads must be a multiple of num_kv_heads, got num_kv_heads: 3 and num_qo_heads: 32"
271,1084,256,4,24,2,128,32,49.57,OK
271,1355,256,5,20,2,128,32,59.74,OK
271,1626,256,6,16,2,128,32,68.13,OK
271,1897,256,7,14,2,128,32,78.53,OK
271,2168,256,8,12,1,128,32,49.57,OK
271,2439,256,9,11,1,128,32,55.68,OK
271,2710,256,10,10,1,128,32,59.81,OK
271,2981,256,11,9,1,128,32,64.64,OK
271,3252,256,12,8,1,128,32,68.74,OK
271,3523,256,13,8,1,128,32,73.09,OK
271,3794,256,14,7,1,128,32,78.27,OK
271,4065,256,15,7,1,128,32,83.07,OK
271,4336,256,16,6,1,128,32,87.20,OK
271,4607,256,17,6,1,128,32,92.54,OK
271,4878,256,18,6,1,128,32,96.99,OK
271,5149,256,19,6,1,128,32,101.73,OK
271,5420,256,20,5,1,128,32,105.57,OK
271,5691,256,21,5,1,128,32,111.68,OK
271,5962,256,22,5,1,128,32,116.03,OK
271,6233,256,23,5,1,128,32,121.18,OK
271,6504,256,24,4,1,128,32,124.22,OK
271,6775,256,25,4,1,128,32,129.79,OK
271,7046,256,26,4,1,128,32,133.92,OK
271,7317,256,27,4,1,128,32,138.91,OK
271,7588,256,28,4,1,128,32,144.16,OK
271,7859,256,29,4,1,128,32,148.54,OK
271,8130,256,30,4,1,128,32,152.70,OK
271,8401,256,31,4,1,128,32,157.92,OK
271,8672,256,32,3,1,128,32,162.14,OK
271,8943,256,33,3,1,128,32,166.56,OK
271,9214,256,34,3,1,128,32,171.01,OK
271,9485,256,35,3,1,128,32,176.45,OK
271,9756,256,36,3,1,128,32,181.57,OK
271,10027,256,37,3,1,128,32,185.66,OK
271,10298,256,38,3,1,128,32,190.18,OK
271,10569,256,39,3,1,128,32,195.20,OK
271,10840,256,40,3,1,128,32,199.62,OK
271,11111,256,41,3,1,128,32,204.86,OK
271,11382,256,42,3,1,128,32,209.34,OK
271,11653,256,43,3,1,128,32,214.27,OK
271,11924,256,44,3,1,128,32,218.53,OK
271,12195,256,45,3,1,128,32,223.62,OK
271,12466,256,46,3,1,128,32,228.00,OK
271,12737,256,47,3,1,128,32,233.54,OK
271,13008,256,48,2,1,128,32,235.94,OK
271,13279,256,49,2,1,128,32,240.64,OK
271,13550,256,50,2,1,128,32,244.80,OK
271,13821,256,51,2,1,128,32,250.27,OK
271,14092,256,52,2,1,128,32,254.53,OK
271,14363,256,53,2,1,128,32,259.07,OK
271,14634,256,54,2,1,128,32,263.58,OK
271,14905,256,55,2,1,128,32,268.80,OK
271,15176,256,56,2,1,128,32,273.12,OK
271,15447,256,57,2,1,128,32,277.92,OK
271,15718,256,58,2,1,128,32,283.14,OK
271,15989,256,59,2,1,128,32,287.42,OK
271,16260,256,60,2,1,128,32,291.87,OK
271,16531,256,61,2,1,128,32,297.34,OK
271,16802,256,62,2,1,128,32,301.79,OK
271,17073,256,63,2,1,128,32,305.95,OK
271,17344,256,64,2,1,128,32,311.65,OK
271,17615,256,65,2,1,128,32,315.84,OK
271,17886,256,66,2,1,128,32,320.48,OK
271,18157,256,67,2,1,128,32,325.25,OK
271,18428,256,68,2,1,128,32,330.02,OK
271,18699,256,69,2,1,128,32,334.56,OK
271,18970,256,70,2,1,128,32,339.04,OK
271,19241,256,71,2,1,128,32,344.22,OK
271,19512,256,72,2,1,128,32,348.86,OK
288,288,256,1,96,8,128,32,52.32,OK
288,576,256,2,48,4,128,32,52.00,OK
288,864,256,3,32,3,128,32,,"ERR: Error in function 'trtllm_paged_attention_launcher' at /workspace/csrc/trtllm_fmha_kernel_launcher.cu:93: num_qo_heads must be a multiple of num_kv_heads, got num_kv_heads: 3 and num_qo_heads: 32"
288,1152,256,4,24,2,128,32,52.16,OK
288,1440,256,5,20,2,128,32,62.50,OK
288,1728,256,6,16,2,128,32,72.80,OK
288,2016,256,7,14,2,128,32,82.88,OK
288,2304,256,8,12,1,128,32,52.35,OK
288,2592,256,9,11,1,128,32,57.73,OK
288,2880,256,10,10,1,128,32,62.62,OK
288,3168,256,11,9,1,128,32,67.97,OK
288,3456,256,12,8,1,128,32,72.80,OK
288,3744,256,13,8,1,128,32,77.25,OK
288,4032,256,14,7,1,128,32,82.46,OK
288,4320,256,15,7,1,128,32,87.33,OK
288,4608,256,16,6,1,128,32,92.77,OK
288,4896,256,17,6,1,128,32,97.54,OK
288,5184,256,18,6,1,128,32,102.78,OK
288,5472,256,19,6,1,128,32,107.65,OK
288,5760,256,20,5,1,128,32,111.71,OK
288,6048,256,21,5,1,128,32,117.41,OK
288,6336,256,22,5,1,128,32,122.05,OK
288,6624,256,23,5,1,128,32,127.68,OK
288,6912,256,24,4,1,128,32,131.78,OK
288,7200,256,25,4,1,128,32,136.86,OK
288,7488,256,26,4,1,128,32,141.73,OK
288,7776,256,27,4,1,128,32,146.78,OK
288,8064,256,28,4,1,128,32,152.42,OK
288,8352,256,29,4,1,128,32,156.42,OK
288,8640,256,30,4,1,128,32,162.24,OK
288,8928,256,31,4,1,128,32,166.59,OK
288,9216,256,32,3,1,128,32,171.01,OK
288,9504,256,33,3,1,128,32,176.61,OK
288,9792,256,34,3,1,128,32,181.34,OK
288,10080,256,35,3,1,128,32,186.75,OK
288,10368,256,36,3,1,128,32,191.55,OK
288,10656,256,37,3,1,128,32,196.96,OK
288,10944,256,38,3,1,128,32,201.44,OK
288,11232,256,39,3,1,128,32,206.27,OK
288,11520,256,40,3,1,128,32,211.65,OK
288,11808,256,41,3,1,128,32,216.45,OK
288,12096,256,42,3,1,128,32,222.21,OK
288,12384,256,43,3,1,128,32,226.72,OK
