base_bs,batch_size,kv_len,tp,num_q_heads,num_kv_heads,head_dim,page_size,time_us,status
128,7808,1024,61,2,1,128,32,541.92,OK
128,7936,1024,62,2,1,128,32,551.97,OK
128,8064,1024,63,2,1,128,32,559.10,OK
128,8192,1024,64,2,1,128,32,567.94,OK
128,8320,1024,65,2,1,128,32,577.89,OK
128,8448,1024,66,2,1,128,32,585.28,OK
128,8576,1024,67,2,1,128,32,594.46,OK
128,8704,1024,68,2,1,128,32,603.49,OK
128,8832,1024,69,2,1,128,32,611.36,OK
128,8960,1024,70,2,1,128,32,619.81,OK
128,9088,1024,71,2,1,128,32,629.38,OK
128,9216,1024,72,2,1,128,32,637.98,OK
148,148,1024,1,96,8,128,32,93.60,OK
148,296,1024,2,48,4,128,32,94.59,OK
148,444,1024,3,32,3,128,32,,"ERR: Error in function 'trtllm_paged_attention_launcher' at /workspace/csrc/trtllm_fmha_kernel_launcher.cu:93: num_qo_heads must be a multiple of num_kv_heads, got num_kv_heads: 3 and num_qo_heads: 32"
148,592,1024,4,24,2,128,32,94.18,OK
148,740,1024,5,20,2,128,32,114.37,OK
148,888,1024,6,16,2,128,32,134.14,OK
148,1036,1024,7,14,2,128,32,154.59,OK
148,1184,1024,8,12,1,128,32,94.59,OK
148,1332,1024,9,11,1,128,32,103.78,OK
148,1480,1024,10,10,1,128,32,113.76,OK
148,1628,1024,11,9,1,128,32,123.55,OK
148,1776,1024,12,8,1,128,32,133.98,OK
148,1924,1024,13,8,1,128,32,144.38,OK
148,2072,1024,14,7,1,128,32,154.14,OK
148,2220,1024,15,7,1,128,32,164.54,OK
148,2368,1024,16,6,1,128,32,174.69,OK
148,2516,1024,17,6,1,128,32,184.70,OK
148,2664,1024,18,6,1,128,32,195.14,OK
148,2812,1024,19,6,1,128,32,205.18,OK
148,2960,1024,20,5,1,128,32,214.46,OK
148,3108,1024,21,5,1,128,32,224.67,OK
148,3256,1024,22,5,1,128,32,234.88,OK
148,3404,1024,23,5,1,128,32,244.74,OK
148,3552,1024,24,4,1,128,32,254.30,OK
148,3700,1024,25,4,1,128,32,264.32,OK
148,3848,1024,26,4,1,128,32,274.56,OK
148,3996,1024,27,4,1,128,32,285.06,OK
148,4144,1024,28,4,1,128,32,294.98,OK
148,4292,1024,29,4,1,128,32,304.19,OK
148,4440,1024,30,4,1,128,32,314.53,OK
148,4588,1024,31,4,1,128,32,324.58,OK
148,4736,1024,32,3,1,128,32,334.53,OK
148,4884,1024,33,3,1,128,32,345.38,OK
148,5032,1024,34,3,1,128,32,354.72,OK
148,5180,1024,35,3,1,128,32,365.22,OK
148,5328,1024,36,3,1,128,32,373.92,OK
148,5476,1024,37,3,1,128,32,384.70,OK
148,5624,1024,38,3,1,128,32,394.53,OK
148,5772,1024,39,3,1,128,32,404.93,OK
148,5920,1024,40,3,1,128,32,415.78,OK
148,6068,1024,41,3,1,128,32,424.83,OK
148,6216,1024,42,3,1,128,32,434.91,OK
148,6364,1024,43,3,1,128,32,445.47,OK
148,6512,1024,44,3,1,128,32,456.00,OK
148,6660,1024,45,3,1,128,32,465.86,OK
148,6808,1024,46,3,1,128,32,475.55,OK
148,6956,1024,47,3,1,128,32,485.70,OK
148,7104,1024,48,2,1,128,32,494.27,OK
148,7252,1024,49,2,1,128,32,504.51,OK
148,7400,1024,50,2,1,128,32,514.75,OK
148,7548,1024,51,2,1,128,32,523.65,OK
148,7696,1024,52,2,1,128,32,533.92,OK
148,7844,1024,53,2,1,128,32,543.94,OK
148,7992,1024,54,2,1,128,32,555.42,OK
148,8140,1024,55,2,1,128,32,565.66,OK
148,8288,1024,56,2,1,128,32,574.88,OK
148,8436,1024,57,2,1,128,32,584.42,OK
148,8584,1024,58,2,1,128,32,594.34,OK
148,8732,1024,59,2,1,128,32,604.99,OK
148,8880,1024,60,2,1,128,32,615.07,OK
148,9028,1024,61,2,1,128,32,625.31,OK
148,9176,1024,62,2,1,128,32,635.26,OK
148,9324,1024,63,2,1,128,32,645.22,OK
148,9472,1024,64,2,1,128,32,654.66,OK
148,9620,1024,65,2,1,128,32,664.99,OK
148,9768,1024,66,2,1,128,32,675.20,OK
148,9916,1024,67,2,1,128,32,684.99,OK
148,10064,1024,68,2,1,128,32,694.88,OK
148,10212,1024,69,2,1,128,32,705.28,OK
148,10360,1024,70,2,1,128,32,715.62,OK
148,10508,1024,71,2,1,128,32,725.44,OK
148,10656,1024,72,2,1,128,32,735.90,OK
168,168,1024,1,96,8,128,32,104.90,OK
168,336,1024,2,48,4,128,32,105.15,OK
168,504,1024,3,32,3,128,32,,"ERR: Error in function 'trtllm_paged_attention_launcher' at /workspace/csrc/trtllm_fmha_kernel_launcher.cu:93: num_qo_heads must be a multiple of num_kv_heads, got num_kv_heads: 3 and num_qo_heads: 32"
168,672,1024,4,24,2,128,32,105.12,OK
168,840,1024,5,20,2,128,32,128.16,OK
168,1008,1024,6,16,2,128,32,150.37,OK
168,1176,1024,7,14,2,128,32,174.62,OK
168,1344,1024,8,12,1,128,32,105.09,OK
168,1512,1024,9,11,1,128,32,116.99,OK
168,1680,1024,10,10,1,128,32,128.13,OK
168,1848,1024,11,9,1,128,32,139.87,OK
168,2016,1024,12,8,1,128,32,150.53,OK
168,2184,1024,13,8,1,128,32,162.21,OK
168,2352,1024,14,7,1,128,32,174.43,OK
168,2520,1024,15,7,1,128,32,185.09,OK
168,2688,1024,16,6,1,128,32,196.29,OK
168,2856,1024,17,6,1,128,32,207.55,OK
168,3024,1024,18,6,1,128,32,219.55,OK
168,3192,1024,19,6,1,128,32,230.34,OK
168,3360,1024,20,5,1,128,32,242.08,OK
168,3528,1024,21,5,1,128,32,253.38,OK
168,3696,1024,22,5,1,128,32,264.93,OK
168,3864,1024,23,5,1,128,32,277.28,OK
168,4032,1024,24,4,1,128,32,287.04,OK
168,4200,1024,25,4,1,128,32,298.27,OK
168,4368,1024,26,4,1,128,32,309.66,OK
168,4536,1024,27,4,1,128,32,321.18,OK
168,4704,1024,28,4,1,128,32,333.12,OK
168,4872,1024,29,4,1,128,32,344.48,OK
168,5040,1024,30,4,1,128,32,355.23,OK
168,5208,1024,31,4,1,128,32,367.26,OK
168,5376,1024,32,3,1,128,32,377.54,OK
168,5544,1024,33,3,1,128,32,389.54,OK
168,5712,1024,34,3,1,128,32,400.51,OK
168,5880,1024,35,3,1,128,32,412.64,OK
168,6048,1024,36,3,1,128,32,424.32,OK
168,6216,1024,37,3,1,128,32,435.52,OK
168,6384,1024,38,3,1,128,32,447.07,OK
168,6552,1024,39,3,1,128,32,457.76,OK
168,6720,1024,40,3,1,128,32,470.11,OK
168,6888,1024,41,3,1,128,32,481.86,OK
168,7056,1024,42,3,1,128,32,493.25,OK
168,7224,1024,43,3,1,128,32,504.96,OK
168,7392,1024,44,3,1,128,32,516.45,OK
168,7560,1024,45,3,1,128,32,527.04,OK
168,7728,1024,46,3,1,128,32,537.95,OK
168,7896,1024,47,3,1,128,32,550.21,OK
168,8064,1024,48,2,1,128,32,559.20,OK
168,8232,1024,49,2,1,128,32,570.05,OK
168,8400,1024,50,2,1,128,32,582.05,OK
168,8568,1024,51,2,1,128,32,593.63,OK
168,8736,1024,52,2,1,128,32,605.09,OK
168,8904,1024,53,2,1,128,32,616.83,OK
168,9072,1024,54,2,1,128,32,628.13,OK
168,9240,1024,55,2,1,128,32,639.36,OK
168,9408,1024,56,2,1,128,32,650.88,OK
168,9576,1024,57,2,1,128,32,662.24,OK
168,9744,1024,58,2,1,128,32,673.57,OK
168,9912,1024,59,2,1,128,32,685.70,OK
168,10080,1024,60,2,1,128,32,696.74,OK
168,10248,1024,61,2,1,128,32,707.23,OK
168,10416,1024,62,2,1,128,32,719.30,OK
168,10584,1024,63,2,1,128,32,730.14,OK
168,10752,1024,64,2,1,128,32,741.79,OK
168,10920,1024,65,2,1,128,32,754.08,OK
168,11088,1024,66,2,1,128,32,765.25,OK
168,11256,1024,67,2,1,128,32,776.61,OK
168,11424,1024,68,2,1,128,32,787.81,OK
168,11592,1024,69,2,1,128,32,799.14,OK
168,11760,1024,70,2,1,128,32,810.66,OK
168,11928,1024,71,2,1,128,32,821.66,OK
168,12096,1024,72,2,1,128,32,833.95,OK
228,228,1024,1,96,8,128,32,138.30,OK
228,456,1024,2,48,4,128,32,138.46,OK
228,684,1024,3,32,3,128,32,,"ERR: Error in function 'trtllm_paged_attention_launcher' at /workspace/csrc/trtllm_fmha_kernel_launcher.cu:93: num_qo_heads must be a multiple of num_kv_heads, got num_kv_heads: 3 and num_qo_heads: 32"
228,912,1024,4,24,2,128,32,138.56,OK
228,1140,1024,5,20,2,128,32,170.43,OK
228,1368,1024,6,16,2,128,32,199.97,OK
228,1596,1024,7,14,2,128,32,232.10,OK
228,1824,1024,8,12,1,128,32,138.53,OK
228,2052,1024,9,11,1,128,32,154.98,OK
228,2280,1024,10,10,1,128,32,170.59,OK
228,2508,1024,11,9,1,128,32,185.09,OK
228,2736,1024,12,8,1,128,32,200.10,OK
228,2964,1024,13,8,1,128,32,216.13,OK
228,3192,1024,14,7,1,128,32,232.10,OK
228,3420,1024,15,7,1,128,32,247.30,OK
228,3648,1024,16,6,1,128,32,262.56,OK
228,3876,1024,17,6,1,128,32,278.11,OK
228,4104,1024,18,6,1,128,32,293.82,OK
228,4332,1024,19,6,1,128,32,309.70,OK
228,4560,1024,20,5,1,128,32,324.29,OK
228,4788,1024,21,5,1,128,32,340.32,OK
228,5016,1024,22,5,1,128,32,355.26,OK
228,5244,1024,23,5,1,128,32,371.87,OK
228,5472,1024,24,4,1,128,32,386.11,OK
228,5700,1024,25,4,1,128,32,400.32,OK
228,5928,1024,26,4,1,128,32,417.12,OK
228,6156,1024,27,4,1,128,32,432.54,OK
228,6384,1024,28,4,1,128,32,447.46,OK
228,6612,1024,29,4,1,128,32,463.20,OK
228,6840,1024,30,4,1,128,32,478.46,OK
228,7068,1024,31,4,1,128,32,494.30,OK
228,7296,1024,32,3,1,128,32,508.61,OK
228,7524,1024,33,3,1,128,32,524.67,OK
228,7752,1024,34,3,1,128,32,540.00,OK
228,7980,1024,35,3,1,128,32,556.03,OK
228,8208,1024,36,3,1,128,32,570.82,OK
228,8436,1024,37,3,1,128,32,587.04,OK
228,8664,1024,38,3,1,128,32,602.50,OK
228,8892,1024,39,3,1,128,32,618.88,OK
228,9120,1024,40,3,1,128,32,633.38,OK
228,9348,1024,41,3,1,128,32,648.90,OK
228,9576,1024,42,3,1,128,32,664.61,OK
228,9804,1024,43,3,1,128,32,680.35,OK
228,10032,1024,44,3,1,128,32,695.71,OK
228,10260,1024,45,3,1,128,32,711.30,OK
228,10488,1024,46,3,1,128,32,727.46,OK
228,10716,1024,47,3,1,128,32,742.43,OK
228,10944,1024,48,2,1,128,32,754.75,OK
228,11172,1024,49,2,1,128,32,770.78,OK
228,11400,1024,50,2,1,128,32,786.78,OK
228,11628,1024,51,2,1,128,32,802.11,OK
228,11856,1024,52,2,1,128,32,817.98,OK
228,12084,1024,53,2,1,128,32,832.90,OK
228,12312,1024,54,2,1,128,32,848.06,OK
228,12540,1024,55,2,1,128,32,863.58,OK
228,12768,1024,56,2,1,128,32,879.65,OK
228,12996,1024,57,2,1,128,32,893.98,OK
228,13224,1024,58,2,1,128,32,910.72,OK
228,13452,1024,59,2,1,128,32,925.86,OK
228,13680,1024,60,2,1,128,32,941.18,OK
228,13908,1024,61,2,1,128,32,956.03,OK
228,14136,1024,62,2,1,128,32,972.16,OK
228,14364,1024,63,2,1,128,32,987.52,OK
228,14592,1024,64,2,1,128,32,1002.82,OK
228,14820,1024,65,2,1,128,32,1018.24,OK
228,15048,1024,66,2,1,128,32,1033.57,OK
228,15276,1024,67,2,1,128,32,1049.98,OK
228,15504,1024,68,2,1,128,32,1065.73,OK
228,15732,1024,69,2,1,128,32,1080.67,OK
228,15960,1024,70,2,1,128,32,1096.38,OK
228,16188,1024,71,2,1,128,32,1111.07,OK
228,16416,1024,72,2,1,128,32,1127.46,OK
250,250,1024,1,96,8,128,32,150.59,OK
250,500,1024,2,48,4,128,32,150.91,OK
250,750,1024,3,32,3,128,32,,"ERR: Error in function 'trtllm_paged_attention_launcher' at /workspace/csrc/trtllm_fmha_kernel_launcher.cu:93: num_qo_heads must be a multiple of num_kv_heads, got num_kv_heads: 3 and num_qo_heads: 32"
250,1000,1024,4,24,2,128,32,150.94,OK
250,1250,1024,5,20,2,128,32,185.63,OK
250,1500,1024,6,16,2,128,32,219.26,OK
250,1750,1024,7,14,2,128,32,253.28,OK
250,2000,1024,8,12,1,128,32,150.91,OK
250,2250,1024,9,11,1,128,32,168.48,OK
250,2500,1024,10,10,1,128,32,185.28,OK
250,2750,1024,11,9,1,128,32,203.10,OK
250,3000,1024,12,8,1,128,32,218.37,OK
250,3250,1024,13,8,1,128,32,236.26,OK
250,3500,1024,14,7,1,128,32,253.25,OK
250,3750,1024,15,7,1,128,32,270.75,OK
250,4000,1024,16,6,1,128,32,287.14,OK
250,4250,1024,17,6,1,128,32,304.13,OK
250,4500,1024,18,6,1,128,32,322.27,OK
250,4750,1024,19,6,1,128,32,338.59,OK
250,5000,1024,20,5,1,128,32,354.50,OK
250,5250,1024,21,5,1,128,32,371.71,OK
250,5500,1024,22,5,1,128,32,389.60,OK
250,5750,1024,23,5,1,128,32,406.27,OK
250,6000,1024,24,4,1,128,32,421.60,OK
250,6250,1024,25,4,1,128,32,438.66,OK
250,6500,1024,26,4,1,128,32,455.65,OK
250,6750,1024,27,4,1,128,32,472.64,OK
250,7000,1024,28,4,1,128,32,489.12,OK
250,7250,1024,29,4,1,128,32,506.66,OK
250,7500,1024,30,4,1,128,32,523.65,OK
250,7750,1024,31,4,1,128,32,540.99,OK
250,8000,1024,32,3,1,128,32,557.47,OK
250,8250,1024,33,3,1,128,32,574.14,OK
250,8500,1024,34,3,1,128,32,591.20,OK
250,8750,1024,35,3,1,128,32,607.58,OK
250,9000,1024,36,3,1,128,32,625.31,OK
250,9250,1024,37,3,1,128,32,642.46,OK
250,9500,1024,38,3,1,128,32,659.14,OK
250,9750,1024,39,3,1,128,32,677.25,OK
250,10000,1024,40,3,1,128,32,693.57,OK
250,10250,1024,41,3,1,128,32,711.07,OK
250,10500,1024,42,3,1,128,32,728.06,OK
250,10750,1024,43,3,1,128,32,744.80,OK
250,11000,1024,44,3,1,128,32,762.24,OK
250,11250,1024,45,3,1,128,32,779.36,OK
250,11500,1024,46,3,1,128,32,795.81,OK
250,11750,1024,47,3,1,128,32,813.73,OK
250,12000,1024,48,2,1,128,32,827.78,OK
250,12250,1024,49,2,1,128,32,843.46,OK
250,12500,1024,50,2,1,128,32,860.86,OK
250,12750,1024,51,2,1,128,32,877.76,OK
250,13000,1024,52,2,1,128,32,894.24,OK
250,13250,1024,53,2,1,128,32,912.03,OK
250,13500,1024,54,2,1,128,32,929.02,OK
250,13750,1024,55,2,1,128,32,945.47,OK
250,14000,1024,56,2,1,128,32,963.26,OK
250,14250,1024,57,2,1,128,32,979.65,OK
250,14500,1024,58,2,1,128,32,996.67,OK
250,14750,1024,59,2,1,128,32,1014.08,OK
250,15000,1024,60,2,1,128,32,1030.85,OK
250,15250,1024,61,2,1,128,32,1047.68,OK
250,15500,1024,62,2,1,128,32,1064.35,OK
250,15750,1024,63,2,1,128,32,1081.95,OK
250,16000,1024,64,2,1,128,32,1099.33,OK
250,16250,1024,65,2,1,128,32,1115.49,OK
250,16500,1024,66,2,1,128,32,1132.96,OK
250,16750,1024,67,2,1,128,32,1150.24,OK
250,17000,1024,68,2,1,128,32,1167.49,OK
250,17250,1024,69,2,1,128,32,1183.36,OK
250,17500,1024,70,2,1,128,32,1200.51,OK
250,17750,1024,71,2,1,128,32,1217.22,OK
250,18000,1024,72,2,1,128,32,1234.37,OK
256,256,1024,1,96,8,128,32,154.02,OK
256,512,1024,2,48,4,128,32,154.30,OK
256,768,1024,3,32,3,128,32,,"ERR: Error in function 'trtllm_paged_attention_launcher' at /workspace/csrc/trtllm_fmha_kernel_launcher.cu:93: num_qo_heads must be a multiple of num_kv_heads, got num_kv_heads: 3 and num_qo_heads: 32"
256,1024,1024,4,24,2,128,32,154.56,OK
256,1280,1024,5,20,2,128,32,189.47,OK
256,1536,1024,6,16,2,128,32,223.81,OK
256,1792,1024,7,14,2,128,32,259.04,OK
256,2048,1024,8,12,1,128,32,154.59,OK
256,2304,1024,9,11,1,128,32,172.13,OK
256,2560,1024,10,10,1,128,32,189.57,OK
256,2816,1024,11,9,1,128,32,207.52,OK
256,3072,1024,12,8,1,128,32,224.29,OK
256,3328,1024,13,8,1,128,32,240.96,OK
256,3584,1024,14,7,1,128,32,258.78,OK
256,3840,1024,15,7,1,128,32,276.93,OK
256,4096,1024,16,6,1,128,32,293.57,OK
256,4352,1024,17,6,1,128,32,311.74,OK
256,4608,1024,18,6,1,128,32,328.74,OK
256,4864,1024,19,6,1,128,32,346.50,OK
256,5120,1024,20,5,1,128,32,363.20,OK
256,5376,1024,21,5,1,128,32,380.54,OK
256,5632,1024,22,5,1,128,32,398.05,OK
256,5888,1024,23,5,1,128,32,415.36,OK
256,6144,1024,24,4,1,128,32,431.10,OK
256,6400,1024,25,4,1,128,32,448.16,OK
256,6656,1024,26,4,1,128,32,466.21,OK
256,6912,1024,27,4,1,128,32,483.81,OK
256,7168,1024,28,4,1,128,32,500.74,OK
256,7424,1024,29,4,1,128,32,519.23,OK
256,7680,1024,30,4,1,128,32,535.90,OK
256,7936,1024,31,4,1,128,32,553.98,OK
256,8192,1024,32,3,1,128,32,569.76,OK
256,8448,1024,33,3,1,128,32,587.87,OK
256,8704,1024,34,3,1,128,32,605.47,OK
256,8960,1024,35,3,1,128,32,621.92,OK
256,9216,1024,36,3,1,128,32,640.54,OK
256,9472,1024,37,3,1,128,32,657.79,OK
256,9728,1024,38,3,1,128,32,674.82,OK
256,9984,1024,39,3,1,128,32,692.64,OK
256,10240,1024,40,3,1,128,32,709.89,OK
256,10496,1024,41,3,1,128,32,727.46,OK
256,10752,1024,42,3,1,128,32,745.63,OK
256,11008,1024,43,3,1,128,32,762.82,OK
256,11264,1024,44,3,1,128,32,779.65,OK
256,11520,1024,45,3,1,128,32,797.38,OK
256,11776,1024,46,3,1,128,32,815.07,OK
256,12032,1024,47,3,1,128,32,832.10,OK
256,12288,1024,48,2,1,128,32,846.27,OK
256,12544,1024,49,2,1,128,32,863.65,OK
256,12800,1024,50,2,1,128,32,880.99,OK
256,13056,1024,51,2,1,128,32,898.82,OK
256,13312,1024,52,2,1,128,32,915.87,OK
256,13568,1024,53,2,1,128,32,933.25,OK
256,13824,1024,54,2,1,128,32,951.58,OK
256,14080,1024,55,2,1,128,32,968.32,OK
256,14336,1024,56,2,1,128,32,985.70,OK
256,14592,1024,57,2,1,128,32,1002.88,OK
256,14848,1024,58,2,1,128,32,1020.58,OK
256,15104,1024,59,2,1,128,32,1037.73,OK
256,15360,1024,60,2,1,128,32,1055.20,OK
256,15616,1024,61,2,1,128,32,1072.54,OK
256,15872,1024,62,2,1,128,32,1090.46,OK
256,16128,1024,63,2,1,128,32,1107.65,OK
256,16384,1024,64,2,1,128,32,1125.02,OK
256,16640,1024,65,2,1,128,32,1142.18,OK
256,16896,1024,66,2,1,128,32,1159.87,OK
256,17152,1024,67,2,1,128,32,1177.25,OK
256,17408,1024,68,2,1,128,32,1194.69,OK
256,17664,1024,69,2,1,128,32,1211.87,OK
256,17920,1024,70,2,1,128,32,1229.22,OK
256,18176,1024,71,2,1,128,32,1246.53,OK
256,18432,1024,72,2,1,128,32,1264.45,OK
271,271,1024,1,96,8,128,32,162.69,OK
271,542,1024,2,48,4,128,32,162.85,OK
271,813,1024,3,32,3,128,32,,"ERR: Error in function 'trtllm_paged_attention_launcher' at /workspace/csrc/trtllm_fmha_kernel_launcher.cu:93: num_qo_heads must be a multiple of num_kv_heads, got num_kv_heads: 3 and num_qo_heads: 32"
271,1084,1024,4,24,2,128,32,162.50,OK
271,1355,1024,5,20,2,128,32,200.32,OK
271,1626,1024,6,16,2,128,32,236.48,OK
271,1897,1024,7,14,2,128,32,273.34,OK
271,2168,1024,8,12,1,128,32,162.85,OK
271,2439,1024,9,11,1,128,32,181.28,OK
271,2710,1024,10,10,1,128,32,199.97,OK
271,2981,1024,11,9,1,128,32,218.46,OK
271,3252,1024,12,8,1,128,32,236.19,OK
271,3523,1024,13,8,1,128,32,255.14,OK
271,3794,1024,14,7,1,128,32,272.90,OK
271,4065,1024,15,7,1,128,32,291.30,OK
271,4336,1024,16,6,1,128,32,310.59,OK
271,4607,1024,17,6,1,128,32,328.32,OK
271,4878,1024,18,6,1,128,32,347.52,OK
271,5149,1024,19,6,1,128,32,365.89,OK
271,5420,1024,20,5,1,128,32,383.55,OK
271,5691,1024,21,5,1,128,32,402.37,OK
271,5962,1024,22,5,1,128,32,421.54,OK
271,6233,1024,23,5,1,128,32,439.23,OK
271,6504,1024,24,4,1,128,32,455.42,OK
271,6775,1024,25,4,1,128,32,474.14,OK
271,7046,1024,26,4,1,128,32,493.54,OK
271,7317,1024,27,4,1,128,32,510.78,OK
271,7588,1024,28,4,1,128,32,529.89,OK
271,7859,1024,29,4,1,128,32,547.87,OK
271,8130,1024,30,4,1,128,32,567.58,OK
271,8401,1024,31,4,1,128,32,585.06,OK
271,8672,1024,32,3,1,128,32,603.42,OK
271,8943,1024,33,3,1,128,32,621.18,OK
271,9214,1024,34,3,1,128,32,639.97,OK
271,9485,1024,35,3,1,128,32,658.14,OK
271,9756,1024,36,3,1,128,32,677.18,OK
271,10027,1024,37,3,1,128,32,695.01,OK
271,10298,1024,38,3,1,128,32,713.41,OK
271,10569,1024,39,3,1,128,32,732.03,OK
271,10840,1024,40,3,1,128,32,750.27,OK
271,11111,1024,41,3,1,128,32,769.38,OK
271,11382,1024,42,3,1,128,32,787.87,OK
271,11653,1024,43,3,1,128,32,807.30,OK
271,11924,1024,44,3,1,128,32,824.70,OK
271,12195,1024,45,3,1,128,32,843.10,OK
271,12466,1024,46,3,1,128,32,861.60,OK
271,12737,1024,47,3,1,128,32,881.02,OK
271,13008,1024,48,2,1,128,32,895.36,OK
271,13279,1024,49,2,1,128,32,914.11,OK
271,13550,1024,50,2,1,128,32,931.94,OK
271,13821,1024,51,2,1,128,32,950.91,OK
271,14092,1024,52,2,1,128,32,969.09,OK
271,14363,1024,53,2,1,128,32,987.84,OK
271,14634,1024,54,2,1,128,32,1006.21,OK
271,14905,1024,55,2,1,128,32,1024.86,OK
271,15176,1024,56,2,1,128,32,1042.85,OK
271,15447,1024,57,2,1,128,32,1061.31,OK
271,15718,1024,58,2,1,128,32,1080.03,OK
271,15989,1024,59,2,1,128,32,1098.75,OK
271,16260,1024,60,2,1,128,32,1116.54,OK
271,16531,1024,61,2,1,128,32,1134.98,OK
271,16802,1024,62,2,1,128,32,1154.43,OK
271,17073,1024,63,2,1,128,32,1172.16,OK
271,17344,1024,64,2,1,128,32,1190.34,OK
271,17615,1024,65,2,1,128,32,1208.67,OK
271,17886,1024,66,2,1,128,32,1227.49,OK
271,18157,1024,67,2,1,128,32,1245.47,OK
271,18428,1024,68,2,1,128,32,1264.03,OK
271,18699,1024,69,2,1,128,32,1282.75,OK
271,18970,1024,70,2,1,128,32,1300.86,OK
271,19241,1024,71,2,1,128,32,1319.30,OK
271,19512,1024,72,2,1,128,32,1337.76,OK
288,288,1024,1,96,8,128,32,172.45,OK
288,576,1024,2,48,4,128,32,172.45,OK
288,864,1024,3,32,3,128,32,,"ERR: Error in function 'trtllm_paged_attention_launcher' at /workspace/csrc/trtllm_fmha_kernel_launcher.cu:93: num_qo_heads must be a multiple of num_kv_heads, got num_kv_heads: 3 and num_qo_heads: 32"
288,1152,1024,4,24,2,128,32,172.42,OK
288,1440,1024,5,20,2,128,32,211.55,OK
288,1728,1024,6,16,2,128,32,250.56,OK
288,2016,1024,7,14,2,128,32,289.79,OK
288,2304,1024,8,12,1,128,32,172.19,OK
288,2592,1024,9,11,1,128,32,191.84,OK
288,2880,1024,10,10,1,128,32,211.94,OK
288,3168,1024,11,9,1,128,32,231.84,OK
288,3456,1024,12,8,1,128,32,250.88,OK
288,3744,1024,13,8,1,128,32,269.98,OK
288,4032,1024,14,7,1,128,32,289.54,OK
288,4320,1024,15,7,1,128,32,309.89,OK
288,4608,1024,16,6,1,128,32,329.06,OK
288,4896,1024,17,6,1,128,32,349.22,OK
288,5184,1024,18,6,1,128,32,369.02,OK
288,5472,1024,19,6,1,128,32,388.35,OK
