proj,tp_mode,base_m,m,tp,k,n,time_us,tflops,status
qkv_proj,column,168,8400,50,6144,512,27.3,1937,OK
qkv_proj,column,168,8568,51,6144,512,30.1,1791,OK
qkv_proj,column,168,8736,52,6144,512,30.6,1799,OK
qkv_proj,column,168,8904,53,6144,512,27.5,2038,OK
qkv_proj,column,168,9072,54,6144,512,31.0,1840,OK
qkv_proj,column,168,9240,55,6144,512,31.1,1871,OK
qkv_proj,column,168,9408,56,6144,512,28.2,2101,OK
qkv_proj,column,168,9576,57,6144,512,31.7,1898,OK
qkv_proj,column,168,9744,58,6144,512,40.1,1528,OK
qkv_proj,column,168,9912,59,6144,512,32.5,1917,OK
qkv_proj,column,168,10080,60,6144,512,40.5,1567,OK
qkv_proj,column,168,10248,61,6144,512,40.9,1578,OK
qkv_proj,column,168,10416,62,6144,512,33.2,1976,OK
qkv_proj,column,168,10584,63,6144,512,41.3,1612,OK
qkv_proj,column,168,10752,64,6144,512,33.8,2004,OK
qkv_proj,column,168,10920,65,6144,512,33.6,2047,OK
qkv_proj,column,168,11088,66,6144,512,42.2,1654,OK
qkv_proj,column,168,11256,67,6144,512,34.0,2082,OK
qkv_proj,column,168,11424,68,6144,512,34.6,2078,OK
qkv_proj,column,168,11592,69,6144,512,42.2,1728,OK
qkv_proj,column,168,11760,70,6144,512,34.8,2125,OK
qkv_proj,column,168,11928,71,6144,512,34.2,2196,OK
qkv_proj,column,168,12096,72,6144,512,42.5,1789,OK
qkv_proj,column,228,228,1,6144,14336,29.8,1348,OK
qkv_proj,column,228,456,2,6144,7168,23.9,1682,OK
qkv_proj,column,228,684,3,6144,4864,19.3,2117,OK
qkv_proj,column,228,912,4,6144,3584,17.9,2239,OK
qkv_proj,column,228,1140,5,6144,3072,21.9,1969,OK
qkv_proj,column,228,1368,6,6144,2560,22.4,1917,OK
qkv_proj,column,228,1596,7,6144,2304,22.5,2007,OK
qkv_proj,column,228,1824,8,6144,1792,21.6,1856,OK
qkv_proj,column,228,2052,9,6144,1664,22.3,1878,OK
qkv_proj,column,228,2280,10,6144,1536,17.2,2502,OK
qkv_proj,column,228,2508,11,6144,1408,18.7,2317,OK
qkv_proj,column,228,2736,12,6144,1280,18.6,2318,OK
qkv_proj,column,228,2964,13,6144,1280,18.8,2479,OK
qkv_proj,column,228,3192,14,6144,1152,21.8,2071,OK
qkv_proj,column,228,3420,15,6144,1152,26.1,1856,OK
qkv_proj,column,228,3648,16,6144,1024,22.3,2058,OK
qkv_proj,column,228,3876,17,6144,1024,26.2,1861,OK
qkv_proj,column,228,4104,18,6144,1024,26.4,1954,OK
qkv_proj,column,228,4332,19,6144,1024,23.7,2303,OK
qkv_proj,column,228,4560,20,6144,896,19.2,2612,OK
qkv_proj,column,228,4788,21,6144,896,19.4,2712,OK
qkv_proj,column,228,5016,22,6144,896,23.9,2315,OK
qkv_proj,column,228,5244,23,6144,896,28.1,2053,OK
qkv_proj,column,228,5472,24,6144,768,27.5,1880,OK
qkv_proj,column,228,5700,25,6144,768,27.9,1925,OK
qkv_proj,column,228,5928,26,6144,768,28.6,1956,OK
qkv_proj,column,228,6156,27,6144,768,28.9,2011,OK
qkv_proj,column,228,6384,28,6144,768,25.7,2348,OK
qkv_proj,column,228,6612,29,6144,768,27.0,2310,OK
qkv_proj,column,228,6840,30,6144,768,27.5,2351,OK
qkv_proj,column,228,7068,31,6144,768,28.0,2383,OK
qkv_proj,column,228,7296,32,6144,640,29.9,1921,OK
qkv_proj,column,228,7524,33,6144,640,29.9,1977,OK
qkv_proj,column,228,7752,34,6144,640,30.7,1983,OK
qkv_proj,column,228,7980,35,6144,640,30.9,2029,OK
qkv_proj,column,228,8208,36,6144,640,31.6,2046,OK
qkv_proj,column,228,8436,37,6144,640,28.4,2336,OK
qkv_proj,column,228,8664,38,6144,640,28.7,2377,OK
qkv_proj,column,228,8892,39,6144,640,29.1,2404,OK
qkv_proj,column,228,9120,40,6144,640,29.6,2424,OK
qkv_proj,column,228,9348,41,6144,640,30.0,2450,OK
qkv_proj,column,228,9576,42,6144,640,33.7,2234,OK
qkv_proj,column,228,9804,43,6144,640,42.4,1818,OK
qkv_proj,column,228,10032,44,6144,640,42.8,1845,OK
qkv_proj,column,228,10260,45,6144,640,42.9,1879,OK
qkv_proj,column,228,10488,46,6144,640,34.7,2377,OK
qkv_proj,column,228,10716,47,6144,640,34.5,2442,OK
qkv_proj,column,228,10944,48,6144,512,33.9,2031,OK
qkv_proj,column,228,11172,49,6144,512,33.6,2093,OK
qkv_proj,column,228,11400,50,6144,512,34.3,2090,OK
qkv_proj,column,228,11628,51,6144,512,42.4,1724,OK
qkv_proj,column,228,11856,52,6144,512,42.5,1757,OK
qkv_proj,column,228,12084,53,6144,512,42.6,1783,OK
qkv_proj,column,228,12312,54,6144,512,42.6,1820,OK
qkv_proj,column,228,12540,55,6144,512,35.1,2245,OK
qkv_proj,column,228,12768,56,6144,512,35.5,2266,OK
qkv_proj,column,228,12996,57,6144,512,37.8,2162,OK
qkv_proj,column,228,13224,58,6144,512,38.5,2158,OK
qkv_proj,column,228,13452,59,6144,512,38.7,2187,OK
qkv_proj,column,228,13680,60,6144,512,44.0,1955,OK
qkv_proj,column,228,13908,61,6144,512,44.0,1988,OK
qkv_proj,column,228,14136,62,6144,512,44.4,2005,OK
qkv_proj,column,228,14364,63,6144,512,44.6,2024,OK
qkv_proj,column,228,14592,64,6144,512,39.5,2323,OK
qkv_proj,column,228,14820,65,6144,512,46.0,2027,OK
qkv_proj,column,228,15048,66,6144,512,46.2,2049,OK
qkv_proj,column,228,15276,67,6144,512,46.3,2077,OK
qkv_proj,column,228,15504,68,6144,512,46.6,2094,OK
qkv_proj,column,228,15732,69,6144,512,58.4,1694,OK
qkv_proj,column,228,15960,70,6144,512,58.5,1717,OK
qkv_proj,column,228,16188,71,6144,512,59.1,1723,OK
qkv_proj,column,228,16416,72,6144,512,59.5,1736,OK
qkv_proj,column,250,250,1,6144,14336,30.0,1467,OK
qkv_proj,column,250,500,2,6144,7168,23.9,1846,OK
qkv_proj,column,250,750,3,6144,4864,19.3,2322,OK
qkv_proj,column,250,1000,4,6144,3584,18.0,2450,OK
qkv_proj,column,250,1250,5,6144,3072,18.8,2509,OK
qkv_proj,column,250,1500,6,6144,2560,18.8,2508,OK
qkv_proj,column,250,1750,7,6144,2304,22.5,2206,OK
qkv_proj,column,250,2000,8,6144,1792,18.3,2406,OK
qkv_proj,column,250,2250,9,6144,1664,18.5,2485,OK
qkv_proj,column,250,2500,10,6144,1536,18.6,2532,OK
qkv_proj,column,250,2750,11,6144,1408,22.3,2136,OK
qkv_proj,column,250,3000,12,6144,1280,18.8,2508,OK
qkv_proj,column,250,3250,13,6144,1280,22.7,2248,OK
qkv_proj,column,250,3500,14,6144,1152,22.9,2162,OK
qkv_proj,column,250,3750,15,6144,1152,23.1,2293,OK
qkv_proj,column,250,4000,16,6144,1024,23.3,2163,OK
qkv_proj,column,250,4250,17,6144,1024,23.6,2263,OK
qkv_proj,column,250,4500,18,6144,1024,23.8,2379,OK
qkv_proj,column,250,4750,19,6144,1024,24.0,2492,OK
qkv_proj,column,250,5000,20,6144,896,24.0,2297,OK
qkv_proj,column,250,5250,21,6144,896,24.5,2364,OK
qkv_proj,column,250,5500,22,6144,896,28.5,2125,OK
qkv_proj,column,250,5750,23,6144,896,30.4,2085,OK
qkv_proj,column,250,6000,24,6144,768,28.7,1972,OK
qkv_proj,column,250,6250,25,6144,768,29.1,2030,OK
qkv_proj,column,250,6500,26,6144,768,31.1,1970,OK
qkv_proj,column,250,6750,27,6144,768,31.2,2041,OK
qkv_proj,column,250,7000,28,6144,768,31.4,2101,OK
qkv_proj,column,250,7250,29,6144,768,31.7,2157,OK
qkv_proj,column,250,7500,30,6144,768,32.0,2213,OK
qkv_proj,column,250,7750,31,6144,768,39.2,1864,OK
qkv_proj,column,250,8000,32,6144,640,31.0,2033,OK
qkv_proj,column,250,8250,33,6144,640,31.6,2051,OK
qkv_proj,column,250,8500,34,6144,640,32.2,2074,OK
qkv_proj,column,250,8750,35,6144,640,32.7,2107,OK
qkv_proj,column,250,9000,36,6144,640,32.9,2153,OK
qkv_proj,column,250,9250,37,6144,640,33.5,2170,OK
qkv_proj,column,250,9500,38,6144,640,33.7,2220,OK
qkv_proj,column,250,9750,39,6144,640,42.6,1801,OK
qkv_proj,column,250,10000,40,6144,640,42.8,1838,OK
qkv_proj,column,250,10250,41,6144,640,43.0,1875,OK
qkv_proj,column,250,10500,42,6144,640,43.2,1910,OK
qkv_proj,column,250,10750,43,6144,640,34.7,2438,OK
qkv_proj,column,250,11000,44,6144,640,35.2,2456,OK
qkv_proj,column,250,11250,45,6144,640,35.6,2485,OK
qkv_proj,column,250,11500,46,6144,640,35.8,2524,OK
qkv_proj,column,250,11750,47,6144,640,35.9,2577,OK
qkv_proj,column,250,12000,48,6144,512,34.2,2211,OK
qkv_proj,column,250,12250,49,6144,512,35.0,2201,OK
qkv_proj,column,250,12500,50,6144,512,35.0,2245,OK
qkv_proj,column,250,12750,51,6144,512,35.4,2268,OK
qkv_proj,column,250,13000,52,6144,512,37.7,2169,OK
qkv_proj,column,250,13250,53,6144,512,38.8,2148,OK
qkv_proj,column,250,13500,54,6144,512,38.7,2197,OK
qkv_proj,column,250,13750,55,6144,512,38.7,2234,OK
qkv_proj,column,250,14000,56,6144,512,39.0,2260,OK
qkv_proj,column,250,14250,57,6144,512,39.6,2263,OK
qkv_proj,column,250,14500,58,6144,512,39.6,2305,OK
qkv_proj,column,250,14750,59,6144,512,46.1,2014,OK
qkv_proj,column,250,15000,60,6144,512,46.3,2040,OK
qkv_proj,column,250,15250,61,6144,512,46.3,2074,OK
qkv_proj,column,250,15500,62,6144,512,46.7,2089,OK
qkv_proj,column,250,15750,63,6144,512,46.9,2112,OK
qkv_proj,column,250,16000,64,6144,512,58.7,1716,OK
qkv_proj,column,250,16250,65,6144,512,59.0,1733,OK
qkv_proj,column,250,16500,66,6144,512,59.5,1744,OK
qkv_proj,column,250,16750,67,6144,512,59.8,1761,OK
qkv_proj,column,250,17000,68,6144,512,60.0,1781,OK
qkv_proj,column,250,17250,69,6144,512,60.0,1809,OK
qkv_proj,column,250,17500,70,6144,512,60.1,1831,OK
qkv_proj,column,250,17750,71,6144,512,60.1,1859,OK
qkv_proj,column,250,18000,72,6144,512,60.4,1874,OK
qkv_proj,column,256,256,1,6144,14336,30.0,1503,OK
qkv_proj,column,256,512,2,6144,7168,20.3,2224,OK
qkv_proj,column,256,768,3,6144,4864,19.3,2384,OK
qkv_proj,column,256,1024,4,6144,3584,18.1,2497,OK
qkv_proj,column,256,1280,5,6144,3072,18.9,2559,OK
qkv_proj,column,256,1536,6,6144,2560,18.8,2565,OK
qkv_proj,column,256,1792,7,6144,2304,22.5,2255,OK
qkv_proj,column,256,2048,8,6144,1792,18.3,2461,OK
qkv_proj,column,256,2304,9,6144,1664,18.6,2535,OK
qkv_proj,column,256,2560,10,6144,1536,18.7,2587,OK
qkv_proj,column,256,2816,11,6144,1408,22.4,2173,OK
qkv_proj,column,256,3072,12,6144,1280,18.8,2570,OK
qkv_proj,column,256,3328,13,6144,1280,23.1,2270,OK
qkv_proj,column,256,3584,14,6144,1152,23.0,2202,OK
qkv_proj,column,256,3840,15,6144,1152,23.4,2327,OK
qkv_proj,column,256,4096,16,6144,1024,23.5,2193,OK
qkv_proj,column,256,4352,17,6144,1024,23.9,2295,OK
qkv_proj,column,256,4608,18,6144,1024,23.9,2425,OK
qkv_proj,column,256,4864,19,6144,1024,24.3,2522,OK
qkv_proj,column,256,5120,20,6144,896,24.2,2330,OK
qkv_proj,column,256,5376,21,6144,896,24.8,2385,OK
qkv_proj,column,256,5632,22,6144,896,26.2,2370,OK
qkv_proj,column,256,5888,23,6144,896,26.4,2457,OK
qkv_proj,column,256,6144,24,6144,768,25.4,2284,OK
qkv_proj,column,256,6400,25,6144,768,25.7,2346,OK
qkv_proj,column,256,6656,26,6144,768,27.0,2329,OK
qkv_proj,column,256,6912,27,6144,768,27.4,2381,OK
qkv_proj,column,256,7168,28,6144,768,27.9,2427,OK
qkv_proj,column,256,7424,29,6144,768,28.3,2478,OK
qkv_proj,column,256,7680,30,6144,768,28.5,2547,OK
qkv_proj,column,256,7936,31,6144,768,31.5,2375,OK
qkv_proj,column,256,8192,32,6144,640,28.1,2294,OK
qkv_proj,column,256,8448,33,6144,640,28.4,2343,OK
qkv_proj,column,256,8704,34,6144,640,28.9,2372,OK
qkv_proj,column,256,8960,35,6144,640,29.3,2406,OK
qkv_proj,column,256,9216,36,6144,640,29.6,2449,OK
qkv_proj,column,256,9472,37,6144,640,29.8,2496,OK
qkv_proj,column,256,9728,38,6144,640,30.0,2551,OK
qkv_proj,column,256,9984,39,6144,640,34.2,2299,OK
qkv_proj,column,256,10240,40,6144,640,34.2,2352,OK
qkv_proj,column,256,10496,41,6144,640,34.6,2387,OK
qkv_proj,column,256,10752,42,6144,640,34.7,2437,OK
qkv_proj,column,256,11008,43,6144,640,35.0,2473,OK
qkv_proj,column,256,11264,44,6144,640,35.8,2471,OK
qkv_proj,column,256,11520,45,6144,640,35.8,2533,OK
qkv_proj,column,256,11776,46,6144,640,36.1,2562,OK
qkv_proj,column,256,12032,47,6144,640,36.3,2609,OK
qkv_proj,column,256,12288,48,6144,512,34.8,2221,OK
qkv_proj,column,256,12544,49,6144,512,34.9,2261,OK
qkv_proj,column,256,12800,50,6144,512,35.5,2267,OK
qkv_proj,column,256,13056,51,6144,512,37.9,2165,OK
qkv_proj,column,256,13312,52,6144,512,39.0,2146,OK
qkv_proj,column,256,13568,53,6144,512,38.5,2214,OK
qkv_proj,column,256,13824,54,6144,512,39.0,2233,OK
qkv_proj,column,256,14080,55,6144,512,39.4,2250,OK
qkv_proj,column,256,14336,56,6144,512,39.6,2279,OK
qkv_proj,column,256,14592,57,6144,512,39.6,2316,OK
qkv_proj,column,256,14848,58,6144,512,45.8,2038,OK
qkv_proj,column,256,15104,59,6144,512,45.9,2068,OK
qkv_proj,column,256,15360,60,6144,512,46.3,2087,OK
qkv_proj,column,256,15616,61,6144,512,46.6,2109,OK
qkv_proj,column,256,15872,62,6144,512,46.7,2138,OK
qkv_proj,column,256,16128,63,6144,512,47.2,2152,OK
qkv_proj,column,256,16384,64,6144,512,47.9,2151,OK
qkv_proj,column,256,16640,65,6144,512,47.9,2186,OK
qkv_proj,column,256,16896,66,6144,512,48.1,2210,OK
qkv_proj,column,256,17152,67,6144,512,48.6,2222,OK
qkv_proj,column,256,17408,68,6144,512,48.5,2258,OK
qkv_proj,column,256,17664,69,6144,512,48.5,2290,OK
qkv_proj,column,256,17920,70,6144,512,48.9,2306,OK
qkv_proj,column,256,18176,71,6144,512,49.2,2322,OK
qkv_proj,column,256,18432,72,6144,512,49.5,2341,OK
qkv_proj,column,271,271,1,6144,14336,36.3,1316,OK
qkv_proj,column,271,542,2,6144,7168,29.1,1641,OK
qkv_proj,column,271,813,3,6144,4864,27.5,1768,OK
qkv_proj,column,271,1084,4,6144,3584,23.1,2064,OK
qkv_proj,column,271,1355,5,6144,3072,26.6,1921,OK
qkv_proj,column,271,1626,6,6144,2560,26.2,1953,OK
qkv_proj,column,271,1897,7,6144,2304,26.0,2068,OK
qkv_proj,column,271,2168,8,6144,1792,22.3,2137,OK
qkv_proj,column,271,2439,9,6144,1664,22.5,2220,OK
qkv_proj,column,271,2710,10,6144,1536,22.5,2269,OK
qkv_proj,column,271,2981,11,6144,1408,22.7,2274,OK
qkv_proj,column,271,3252,12,6144,1280,22.8,2242,OK
qkv_proj,column,271,3523,13,6144,1280,23.2,2388,OK
qkv_proj,column,271,3794,14,6144,1152,23.3,2304,OK
